,0
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,-2.8647521827256196e-05
2019-12-20,0.0
2019-12-23,-0.0008307537990375831
2019-12-24,0.0
2019-12-25,0.0
2019-12-26,0.0
2019-12-27,-0.0009718751845585842
2019-12-30,-0.0009795170845490898
2019-12-31,-1.5658407509829868e-05
2020-01-01,5.014145235258103e-05
2020-01-02,0.004415596532796626
2020-01-03,-0.004319707289306342
2020-01-06,-0.0007601127665440992
2020-01-07,-0.0019754206436290787
2020-01-08,0.0018222519229160706
2020-01-09,-0.0001393249828631909
2020-01-10,-0.0019508996195738823
2020-01-13,-0.00013980048063834253
2020-01-14,-0.0008734001457183914
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-20,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,-0.000135070478148415
2020-01-27,0.0024203307710278462
2020-01-28,-0.003519235586159831
2020-01-29,-0.0028160860589399894
2020-01-30,0.0003652884647270211
2020-01-31,0.004255165837501234
2020-02-03,-0.00048258749284975177
2020-02-04,-0.0039796047383435975
2020-02-05,-0.004107895117894051
2020-02-06,-0.002718767433455158
2020-02-07,0.0014500127931679244
2020-02-10,-0.0003810393329421284
2020-02-11,-0.0007369524008384048
2020-02-12,9.16632987119862e-05
2020-02-13,-0.00015256978532421285
2020-02-14,-0.0007231103122090702
2020-02-17,0.0017854589906189846
2020-02-18,-0.0004194230580221527
2020-02-19,-0.0006295595594797346
2020-02-20,0.0005435441976423102
2020-02-21,-0.0017664448948493307
2020-02-24,-0.006919888914087899
2020-02-25,-0.00489532743033964
2020-02-26,0.0015713411384994317
2020-02-27,-0.0009909290421772088
2020-02-28,0.011444337267058126
2020-03-02,-0.007158947612530437
2020-03-03,0.003462761453403173
2020-03-04,0.003702532645635518
2020-03-05,0.007039694124105359
2020-03-06,0.023410033633805862
2020-03-09,0.03305432696953279
2020-03-10,-0.027204670326318195
2020-03-11,0.0041891562676362555
2020-03-12,0.022081632028338922
2020-03-13,-0.006039357258635151
2020-03-16,0.016898933315595163
2020-03-17,-0.0005771366104793139
2020-03-18,0.00403294592858167
2020-03-19,-0.007636975956535786
2020-03-20,-0.0015736822133842455
2020-03-23,-0.0029601642699439213
2020-03-24,-0.01018802441870006
2020-03-25,-0.0009160484868748155
2020-03-26,-0.007056824916604881
2020-03-27,0.004860129420779696
2020-03-30,0.0011067110801698012
2020-03-31,0.003371871238607238
2020-04-01,0.004011459807957916
2020-04-02,-0.0006570784812077687
2020-04-03,0.003074313199235379
2020-04-06,-0.004838176622724482
2020-04-07,-0.0010536655332958062
2020-04-08,-0.0010518726914989836
2020-04-09,-0.0021900158928911916
2020-04-10,0.0
2020-04-13,0.0003028124326307543
2020-04-14,0.0036633943489848835
2020-04-15,0.006697658066384286
2020-04-16,0.0004334806277624788
2020-04-17,-0.003126863842619374
2020-04-20,0.006524957587011929
2020-04-21,0.0036744472424220494
2020-04-22,-0.006432679602450798
2020-04-23,-0.0017839293405201176
2020-04-24,0.0029149300774500447
2020-04-27,0.0016463376688123984
2020-04-28,-0.002037777354885361
2020-04-29,-0.004693908099846207
2020-04-30,0.001909145191938804
2020-05-01,0.00017991120926073303
2020-05-04,0.0033542053907756613
2020-05-05,-0.00030431102766896535
2020-05-06,0.0024012821779667193
2020-05-07,-0.002551371998694604
2020-05-08,-0.001982773597184385
2020-05-11,0.0015281108023162521
2020-05-12,-0.001089922930934511
2020-05-13,0.004393384521619332
2020-05-14,-0.00015823445233289127
2020-05-15,-0.00011845397047268209
2020-05-18,-0.005974426899479051
2020-05-19,0.004274040692168873
2020-05-20,-0.006160552819513408
2020-05-21,0.002697504631663557
2020-05-22,-2.5840123664428727e-05
2020-05-25,-0.0002614547523368704
2020-05-26,-0.005533585145153817
2020-05-27,-0.005469366104664871
2020-05-28,-0.0020800121718138305
2020-05-29,0.0010334223557043082
2020-06-01,0.0004858002399294553
2020-06-02,0.0004855574611988559
2020-06-03,-0.0006066435047461968
2020-06-04,-0.0019424732609759398
2020-06-05,-0.001824718118401747
2020-06-08,-3.2250857014923e-05
2020-06-09,0.0003412651880038344
2020-06-10,0.0005482700147867225
2020-06-11,-0.003957501789814002
2020-06-12,-0.0002162838732633943
2020-06-15,-0.00018343954934128527
2020-06-16,0.0002446319342760571
2020-06-17,-0.0009171404684181095
2020-06-18,0.0007956009485182641
2020-06-19,-0.0010395566006320242
2020-06-22,0.001772487548299739
2020-06-23,0.002291431849125888
2020-06-24,0.0016060910418232938
2020-06-25,0.0015093714996894934
2020-06-26,0.004551490565701504
2020-06-29,-0.015623126098371173
2020-06-30,-0.008298085448351094
2020-07-01,-0.0036900631280209965
2020-07-02,0.0026510585771754706
2020-07-03,0.002085423339539132
2020-07-06,0.0024836378104646363
2020-07-07,0.0037501228281085768
2020-07-08,0.0021233980254582994
2020-07-09,-0.0030420748057886585
2020-07-10,-0.00022178182366613966
2020-07-13,0.011855673880335206
2020-07-14,0.0028972153194132596
2020-07-15,-0.00014569730965325087
2020-07-16,-0.003740125299894929
2020-07-17,-0.0006582705956710095
2020-07-20,-0.002098129986915524
2020-07-21,0.005061031302084507
2020-07-22,-0.001904946993149158
2020-07-23,0.001340419811433928
2020-07-24,-0.004745871939349218
2020-07-27,-0.003546269763587932
2020-07-28,0.0012763926316107916
2020-07-29,0.00715812997776637
2020-07-30,0.0007303662402851747
2020-07-31,0.0009818490181105642
2020-08-03,0.008724482360390487
2020-08-04,0.00627822095755061
2020-08-05,0.0021140723029623434
2020-08-06,0.008076630551686177
2020-08-07,-0.006715980263537439
2020-08-10,0.0003158502135249159
2020-08-11,0.0026719228645303633
2020-08-12,0.001957497469310499
2020-08-13,-0.004525895318701883
2020-08-14,0.0015214960974424578
2020-08-17,0.0016920725094003934
2020-08-18,0.016932250152223303
2020-08-19,-0.00011082701645838328
2020-08-20,0.0012279925064515099
2020-08-21,-0.007506838042151997
2020-08-24,-0.003885206067092819
2020-08-25,-0.006276746901024361
2020-08-26,0.006513111794415741
2020-08-27,-0.004811767047108758
2020-08-28,0.006893102218110696
2020-08-31,0.0038239483867050085
2020-09-01,0.0031294680458836548
2020-09-02,0.0027510794140495854
2020-09-03,0.0014850662355951985
2020-09-04,-0.0024362848287576453
2020-09-07,0.00019529793231556558
2020-09-08,-0.0051378832806487
2020-09-09,-0.002724468517356913
2020-09-10,-0.0012696341498395888
2020-09-11,0.0055874725051556304
2020-09-14,0.004680932871306279
2020-09-15,-0.0035165217092898086
2020-09-16,-0.009467470112006425
2020-09-17,-0.003707645609537329
2020-09-18,0.006875503720036329
2020-09-21,-0.012875276777363706
2020-09-22,-0.00588908357505143
2020-09-23,-0.004493536890443298
2020-09-24,0.0017064995606480141
2020-09-25,0.0010154370328639359
2020-09-28,0.000788697438349604
2020-09-29,0.007487123731343711
2020-09-30,0.007156211662870986
2020-10-01,0.00022683076852160228
2020-10-02,-0.0021682055923286383
2020-10-05,-0.0011283034897862838
2020-10-06,0.0016811194264838563
2020-10-07,-0.002709015005802977
2020-10-08,-0.00012451347939227783
2020-10-09,0.00996485181608896
2020-10-12,-0.00405788554330978
2020-10-13,-0.0014575882608042774
2020-10-14,-0.0031424853954324095
2020-10-15,-2.3533708174347905e-05
2020-10-16,0.0009585060634807384
2020-10-19,0.0016998782789252901
2020-10-20,-0.000703568027004329
2020-10-21,0.0063045788836949765
2020-10-22,-0.0038754352599744014
2020-10-23,-0.004169884762047434
2020-10-26,-0.0058021846348664495
2020-10-27,0.0033022111151039756
2020-10-28,0.0017018107750231776
2020-10-29,-0.003959013945597624
2020-10-30,0.0004278818565217088
2020-11-02,0.0030305889938929283
2020-11-03,-0.006621224110840002
2020-11-04,0.0016663150410640539
2020-11-05,0.001162915569747731
2020-11-06,0.002227950986787684
2020-11-09,0.006855114036870969
2020-11-10,0.008881703495160397
2020-11-11,0.001111831974789788
2020-11-12,-0.008444666283861625
2020-11-13,-0.0013399979071028357
2020-11-16,0.004688979401608293
