DATETIME,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2024-06-07 05:00:00,1176.75,1155.5,1155.5,20240800,20240900,20240900
2024-06-07 07:00:00,1188.0,,,20240800,20240900,20240900
2024-06-07 08:00:00,1185.75,1161.875,1161.875,20240800,20240900,20240900
2024-06-07 09:00:00,1187.5,,,20240800,20240900,20240900
2024-06-07 11:00:00,,1160.125,1160.125,20240800,20240900,20240900
2024-06-07 12:00:00,1181.25,1157.0,1157.0,20240800,20240900,20240900
2024-06-07 13:00:00,1181.125,1153.25,1153.25,20240800,20240900,20240900
2024-06-07 14:00:00,1179.5,1153.0,1153.0,20240800,20240900,20240900
2024-06-07 15:00:00,1177.75,,,20240800,20240900,20240900
2024-06-07 16:00:00,1172.625,1150.5,1150.5,20240800,20240900,20240900
2024-06-07 17:00:00,,1154.5,1154.5,20240800,20240900,20240900
2024-06-10 00:00:00,1176.625,1155.25,1155.25,20240800,20240900,20240900
2024-06-10 01:00:00,1176.375,,,20240800,20240900,20240900
2024-06-10 02:00:00,,1156.875,1156.875,20240800,20240900,20240900
2024-06-10 04:00:00,1176.375,,,20240800,20240900,20240900
2024-06-10 05:00:00,1175.75,1158.25,1158.25,20240800,20240900,20240900
2024-06-10 07:00:00,1176.0,,,20240800,20240900,20240900
2024-06-10 10:00:00,,1155.75,1155.75,20240800,20240900,20240900
2024-06-10 11:00:00,,1155.5,1155.5,20240800,20240900,20240900
2024-06-10 12:00:00,1181.125,,,20240800,20240900,20240900
2024-06-10 13:00:00,1178.25,1155.5,1155.5,20240800,20240900,20240900
2024-06-10 14:00:00,1180.375,1154.5,1154.5,20240800,20240900,20240900
2024-06-10 15:00:00,1181.5,1157.75,1157.75,20240800,20240900,20240900
2024-06-10 16:00:00,1180.5,1157.125,1157.125,20240800,20240900,20240900
2024-06-10 17:00:00,1182.5,1160.5,1160.5,20240800,20240900,20240900
2024-06-11 00:00:00,1185.125,,,20240800,20240900,20240900
2024-06-11 01:00:00,1184.0,,,20240800,20240900,20240900
2024-06-11 02:00:00,,1158.25,1158.25,20240800,20240900,20240900
2024-06-11 03:00:00,1179.5,,,20240800,20240900,20240900
2024-06-11 05:00:00,1171.75,1148.25,1148.25,20240800,20240900,20240900
2024-06-11 06:00:00,1179.0,,,20240800,20240900,20240900
2024-06-11 07:00:00,1180.5,,,20240800,20240900,20240900
2024-06-11 09:00:00,1177.875,,,20240800,20240900,20240900
2024-06-11 10:00:00,,1155.0,1155.0,20240800,20240900,20240900
2024-06-11 11:00:00,1178.25,,,20240800,20240900,20240900
2024-06-11 12:00:00,1179.0,,,20240800,20240900,20240900
2024-06-11 13:00:00,1176.75,,,20240800,20240900,20240900
2024-06-11 14:00:00,1182.375,1159.25,1159.25,20240800,20240900,20240900
2024-06-11 15:00:00,1177.0,1152.25,1152.25,20240800,20240900,20240900
2024-06-11 16:00:00,1179.25,,,20240800,20240900,20240900
2024-06-11 17:00:00,1176.0,1150.25,1150.25,20240800,20240900,20240900
2024-06-12 00:00:00,,1145.375,1145.375,20240800,20240900,20240900
2024-06-12 01:00:00,1172.25,1148.0,1148.0,20240800,20240900,20240900
2024-06-12 02:00:00,1169.625,1145.375,1145.375,20240800,20240900,20240900
2024-06-12 03:00:00,1173.375,,,20240800,20240900,20240900
2024-06-12 04:00:00,1173.125,,,20240800,20240900,20240900
2024-06-12 05:00:00,1173.125,1143.0,1143.0,20240800,20240900,20240900
2024-06-12 07:00:00,1178.0,,,20240800,20240900,20240900
2024-06-12 08:00:00,1177.75,,,20240800,20240900,20240900
2024-06-12 11:00:00,1172.5,1149.0,1149.0,20240800,20240900,20240900
2024-06-12 12:00:00,1171.25,1146.75,1146.75,20240800,20240900,20240900
2024-06-12 13:00:00,1169.625,1145.0,1145.0,20240800,20240900,20240900
2024-06-12 14:00:00,1167.875,1143.0,1143.0,20240800,20240900,20240900
2024-06-12 15:00:00,1165.75,1141.0,1141.0,20240800,20240900,20240900
