index,top_pos,bot_pos
2024-06-24,55.08733531670967,42.22817308291809
2024-06-25,56.3558129126733,43.24611382116905
2024-06-26,55.21066772142681,42.26981681322223
2024-06-27,57.82805453916306,44.611027711138775
2024-06-28,57.918049326911685,44.65312561545788
2024-07-01,59.833684757324974,46.28809674560898
2024-07-02,59.95807742202066,46.4467062216542
2024-07-03,60.3564756524607,46.76935647366676
2024-07-04,59.10238461423209,45.5440581121827
2024-07-05,59.460975752178285,45.69033532015024
2024-07-08,59.481605236539075,45.49163214295027
2024-07-09,58.6016156519446,44.439615677474805
2024-07-10,58.50071871290548,44.05029275733395
2024-07-11,55.14620133249828,40.72756596755035
2024-07-12,53.50446227552946,38.83587580621035
2024-07-15,52.11008920227703,37.168598986289034
2024-07-16,48.37496542332427,33.40009898226772
2024-07-17,38.95128806992196,24.754004818678684
2024-07-18,33.83846277174791,19.979120063888328
2024-07-19,26.374831771180176,14.085031206474575
2024-07-22,26.378840355389027,14.087982755783326
2024-07-23,25.191379019993406,12.899479653183048
2024-07-24,24.225518357700185,11.747972204963897
2024-07-25,23.703890913940924,10.965666083456986
2024-07-26,22.427948262380447,9.505392063130774
2024-07-29,22.43733329781552,9.511618678785027
2024-07-30,20.03231868879915,7.103488667653432
2024-07-31,13.931846365526116,2.0394183833867148
2024-08-01,10.981141212747414,-1.210488093660203
2024-08-02,6.329059115164417,-5.583611565499861
2024-08-05,1.527763714394207,-10.482293170622352
2024-08-06,-0.41670751997617383,-11.16545887528078
2024-08-07,-1.906081467832533,-12.684414908493228
2024-08-08,-4.006450016753255,-14.513239576488207
2024-08-09,-6.85381339016495,-17.601698777907927
2024-08-12,-6.847975742996869,-17.592572372550865
2024-08-13,-9.860311470423527,-20.6016646372347
2024-08-14,-13.180300893462077,-23.750108252693593
2024-08-15,-16.585017740235337,-27.26443397691193
2024-08-16,-19.665902734835534,-30.495085297707824
2024-08-19,-15.87814114033928,-24.805785142914374
2024-08-20,-20.037583199008377,-29.065337340989853
2024-08-21,-22.696846195682888,-31.673743713505047
2024-08-22,-26.427132592982602,-35.59285097466141
2024-08-23,-30.674215668075078,-40.0721892655191
2024-08-26,-33.70608326585282,-43.056850891317744
2024-08-27,-36.42283293495314,-45.78099030772491
2024-08-28,-41.12844763259895,-50.7111796719697
2024-08-29,-46.184405808746156,-55.999196967937756
2024-08-30,-50.78928713131468,-60.79603328494659
2024-09-02,-45.5323296268951,-54.91672689969952
2024-09-03,-48.48542762505146,-58.06418718293476
2024-09-04,-51.743387579537824,-61.543325724965825
2024-09-05,-41.39642540942416,-50.00151784615286
2024-09-06,-45.539235885291,-54.32850349433897
2024-09-09,-38.65370691757206,-46.70899405771542
2024-09-10,-40.97073725559794,-49.14710278309984
2024-09-11,-44.18748628069292,-52.55263934688924
2024-09-12,-46.085034677066076,-54.547638625369714
2024-09-13,-44.05726645139977,-52.19420045938968
2024-09-16,-47.9256071845896,-56.251199323213406
2024-09-17,-50.66183661018479,-59.10105872767164
2024-09-18,-54.45359656734222,-63.085740412451216
2024-09-19,-58.14659315387482,-66.93376843948427
2024-09-20,-62.43148250803971,-71.41262408896516
2024-09-23,-66.9989980277524,-76.18189259438498
2024-09-24,-71.7028858325126,-81.07368450060832
2024-09-25,-76.73337928669861,-86.28917230126459
2024-09-26,-81.53163899150039,-91.22803392937908
2024-09-27,-87.2570809409241,-97.12263361323348
2024-09-30,-92.1966131721836,-102.15531887979255
2024-10-01,-74.17961051143716,-83.06817356143027
2024-10-02,-73.90662942943936,-82.7470576424088
2024-10-03,-66.02902634507863,-74.42758734872
2024-10-04,-68.62001185061368,-77.19782325794742
2024-10-07,-60.71814175224194,-68.88123820731663
2024-10-08,-62.230358072309784,-70.57434302384955
2024-10-09,-63.80661897185849,-72.33036655563306
2024-10-10,-62.87532863445347,-71.44740449326926
2024-10-11,-60.97353740040742,-69.48532678217751
2024-10-14,-60.90989175211693,-69.41738741846748
2024-10-15,-59.83500790822999,-68.33825779875775
2024-10-16,-60.50749077144908,-69.0937642870974
2024-10-17,-62.65824695870526,-71.4381608688056
2024-10-18,-65.02312120545939,-73.99857450830702
2024-10-21,-59.962964299267625,-68.68831333324415
2024-10-22,-60.80796063393645,-69.70514791718898
2024-10-23,-60.75967763022705,-69.65345659410171
2024-10-24,-58.58816445934465,-67.47857116037511
2024-10-25,-58.58729148332281,-67.65345865261526
2024-10-28,-58.62348142114981,-67.88969131169428
2024-10-29,-58.58755726108954,-68.02808842150235
2024-10-30,-59.0034813615612,-68.63475541787301
2024-10-31,-59.64311955518998,-69.49732289352157
2024-11-01,-58.46698375786512,-68.43947925783138
2024-11-04,-56.63018570136139,-66.61193589545582
2024-11-05,-55.98629321613237,-66.02608529198008
2024-11-06,-36.70083374627346,-45.162311741437776
2024-11-07,-35.56940288604066,-44.19790863896304
2024-11-08,-32.71918769859862,-41.228565530970016
2024-11-11,-29.29228904074072,-37.678705764692374
2024-11-12,-23.159772224160818,-31.12585772004072
2024-11-13,-20.92609288678763,-28.945237098919108
2024-11-14,-16.371589662706693,-24.140571153929887
2024-11-15,-13.284446752966643,-20.860573361349463
2024-11-18,-11.869164343187215,-19.61459183878886
2024-11-19,-10.364784476149755,-18.12582402564954
2024-11-20,-9.1106144027618,-17.03283715490664
2024-11-21,-7.979246638207321,-16.039387812884616
2024-11-22,-7.04338823726058,-15.259981879569722
2024-11-25,-6.101121450798342,-14.505717855154561
2024-11-26,-4.866961073949938,-13.442261560558698
2024-11-27,-3.8484637724472623,-12.52220599348369
2024-11-28,-3.203205704506714,-11.971637828492238
2024-11-29,-2.9824240791887293,-11.798840503564701
2024-12-02,-2.1255618292159957,-10.93503795593585
2024-12-03,-1.7188127678793013,-10.662438200143058
2024-12-04,-1.4219457817704555,-10.557096584272877
2024-12-05,-1.42037744395879,-10.553594829852003
2024-12-06,-1.778842581394927,-10.91014385867608
2024-12-09,-2.7175950763095384,-11.693927662304276
2024-12-10,-2.715256770630889,-11.689473842363158
2024-12-11,-3.453390313649119,-12.425510683450465
2024-12-12,-4.677565779582651,-13.859966736851419
2024-12-13,-3.9531179044242917,-12.756882438812728
2024-12-16,-4.260616096463515,-13.269209191177708
2024-12-17,-3.6826369197521887,-12.712992723610864
2024-12-18,-3.421523875973941,-12.676378403730892
2024-12-19,-1.8024718185719806,-10.864225030960128
2024-12-20,-0.8557934854718878,-10.082178079710559
2024-12-23,-0.5409950745313212,-9.485715087727336
2024-12-24,-0.5814176368254946,-9.742913921661675
2024-12-25,-0.5585443773447363,-9.939009489608516
2024-12-26,-0.21430269579515127,-9.774991499263248
2024-12-27,-0.41400752825985165,-9.921663854278869
2024-12-30,-0.6174882378675539,-10.335101022664471
2024-12-31,-0.6170698916216013,-10.334015508297057
2025-01-01,-0.6166549708542233,-10.332938800937388
2025-01-02,-0.003928807920345001,-9.71955616828853
2025-01-03,1.3281566822042992,-8.352107398834956
