index,price
2018-06-08,15680.0
2018-06-11,15700.0
2018-06-12,15515.0
2018-06-13,15215.0
2018-06-14,15635.0
2018-06-15,15495.0
2018-06-18,15690.0
2018-06-19,15700.0
2018-06-20,15670.0
2018-06-21,15685.0
2018-06-22,15060.0
2018-06-25,15255.0
2018-06-26,15140.0
2018-06-27,15090.0
2018-06-28,15090.0
2018-06-29,14840.0
2018-07-02,15575.0
2018-07-03,15475.0
2018-07-04,15665.0
2018-07-05,15420.0
2018-07-06,15535.0
2018-07-09,15625.0
2018-07-10,15320.0
2018-07-11,15280.0
2018-07-12,15090.0
2018-07-13,15085.0
2018-07-16,15625.0
2018-07-17,16280.0
2018-07-18,16270.0
2018-07-19,16450.0
2018-07-20,16365.0
2018-07-23,16695.0
2018-07-24,17275.0
2018-07-25,17235.0
2018-07-26,16855.0
2018-07-27,17120.0
2018-07-30,17090.0
2018-07-31,16640.0
2018-08-01,16500.0
2018-08-02,16465.0
2018-08-03,15970.0
2018-08-06,15840.0
2018-08-07,15660.0
2018-08-08,15270.0
2018-08-09,15385.0
2018-08-10,15290.0
2018-08-13,15215.0
2018-08-14,15095.0
2018-08-15,15365.0
2018-08-16,15315.0
2018-08-17,15410.0
2018-08-20,15200.0
2018-08-21,15385.0
2018-08-22,15195.0
2018-08-23,15445.0
2018-08-24,15570.0
2018-08-27,15630.0
2018-08-28,15990.0
2018-08-29,15915.0
2018-08-30,15755.0
2018-08-31,15935.0
2018-09-03,16120.0
2018-09-04,16260.0
2018-09-05,15830.0
2018-09-06,15320.0
2018-09-07,15315.0
2018-09-10,15125.0
2018-09-11,15135.0
2018-09-12,15190.0
2018-09-13,15310.0
2018-09-14,15380.0
2018-09-17,15085.0
2018-09-18,15185.0
2018-09-19,15250.0
2018-09-20,15400.0
2018-09-21,15585.0
2018-09-24,15585.0
2018-09-25,15585.0
2018-09-26,15400.0
2018-09-27,15585.0
2018-09-28,15515.0
2018-10-01,15450.0
2018-10-02,15405.0
2018-10-03,15310.0
2018-10-04,15450.0
2018-10-05,15420.0
2018-10-08,15530.0
2018-10-09,15475.0
2018-10-10,15425.0
2018-10-11,15070.0
2018-10-12,15080.0
2018-10-15,15275.0
2018-10-16,15310.0
2018-10-17,15325.0
2018-10-18,15275.0
2018-10-19,15320.0
2018-10-22,15290.0
2018-10-23,15285.0
2018-10-24,15305.0
2018-10-25,15285.0
2018-10-26,15270.0
2018-10-29,15145.0
2018-10-30,15150.0
2018-10-31,15180.0
2018-11-01,15220.0
2018-11-02,15230.0
2018-11-05,15270.0
2018-11-06,15315.0
2018-11-07,15390.0
2018-11-08,15300.0
2018-11-09,15250.0
2018-11-12,15180.0
2018-11-13,15155.0
2018-11-14,14360.0
2018-11-15,14385.0
2018-11-16,14260.0
2018-11-19,13615.0
2018-11-20,13250.0
2018-11-21,13405.0
2018-11-22,13130.0
2018-11-23,12885.0
2018-11-26,12560.0
2018-11-27,12645.0
2018-11-28,13090.0
2018-11-29,13145.0
2018-11-30,13045.0
2018-12-03,12740.0
2018-12-04,12800.0
2018-12-05,12640.0
2018-12-06,12315.0
2018-12-07,12415.0
2018-12-10,12315.0
2018-12-11,12290.0
2018-12-12,12320.0
2018-12-13,12120.0
2018-12-14,12045.0
2018-12-17,12445.0
2018-12-18,12590.0
2018-12-19,12565.0
2018-12-20,12985.0
2018-12-21,12860.0
2018-12-24,13230.0
2018-12-25,
2018-12-26,12920.0
2018-12-27,12755.0
2018-12-28,12980.0
2018-12-31,12815.0
2019-01-01,12815.0
2019-01-02,12995.0
2019-01-03,12955.0
2019-01-04,13225.0
2019-01-07,13200.0
2019-01-08,13175.0
2019-01-09,13200.0
2019-01-10,12800.0
2019-01-11,12695.0
2019-01-14,12850.0
2019-01-15,12730.0
2019-01-16,12765.0
2019-01-17,12830.0
2019-01-18,12705.0
2019-01-21,12720.0
2019-01-22,12770.0
2019-01-23,12715.0
2019-01-24,12755.0
2019-01-25,12735.0
2019-01-28,12625.0
2019-01-29,12600.0
2019-01-30,12650.0
2019-01-31,12615.0
2019-02-01,12625.0
2019-02-04,12625.0
2019-02-05,12640.0
2019-02-06,12580.0
2019-02-07,12580.0
2019-02-08,12885.0
2019-02-11,12835.0
2019-02-12,12810.0
2019-02-13,12815.0
2019-02-14,12795.0
2019-02-15,12870.0
2019-02-18,13115.0
2019-02-19,13150.0
2019-02-20,13185.0
2019-02-21,13120.0
2019-02-22,13150.0
2019-02-25,13035.0
2019-02-26,12995.0
2019-02-27,12930.0
2019-02-28,13060.0
2019-03-01,13055.0
2019-03-04,12920.0
2019-03-05,13060.0
2019-03-06,13075.0
2019-03-07,13080.0
2019-03-08,13120.0
2019-03-11,13070.0
2019-03-12,13085.0
2019-03-13,13065.0
2019-03-14,13075.0
2019-03-15,13190.0
2019-03-18,13200.0
2019-03-19,13225.0
2019-03-20,13270.0
2019-03-21,13195.0
2019-03-22,13210.0
2019-03-25,13100.0
2019-03-26,13130.0
2019-03-27,13235.0
2019-03-28,13225.0
2019-03-29,13320.0
2019-04-01,13360.0
2019-04-02,14025.0
2019-04-03,14305.0
2019-04-04,14030.0
2019-04-05,14475.0
2019-04-08,14425.0
2019-04-09,14440.0
2019-04-10,14515.0
2019-04-11,14280.0
2019-04-12,14390.0
2019-04-15,14260.0
2019-04-16,14410.0
2019-04-17,14455.0
2019-04-18,14520.0
2019-04-19,14525.0
2019-04-22,14640.0
2019-04-23,14655.0
2019-04-24,14530.0
2019-04-25,14215.0
2019-04-26,14220.0
2019-04-29,14200.0
2019-04-30,14360.0
2019-05-01,14375.0
2019-05-02,14475.0
2019-05-03,14800.0
2019-05-06,14795.0
2019-05-07,14980.0
2019-05-08,15015.0
2019-05-09,15245.0
2019-05-10,16060.0
2019-05-13,17050.0
2019-05-14,17035.0
2019-05-15,17325.0
2019-05-16,16965.0
2019-05-17,17390.0
2019-05-20,17080.0
2019-05-21,17100.0
2019-05-22,16825.0
2019-05-23,17090.0
2019-05-24,17905.0
2019-05-27,17960.0
2019-05-28,17880.0
2019-05-29,17845.0
2019-05-30,17410.0
2019-05-31,17955.0
2019-06-03,17650.0
2019-06-04,16780.0
2019-06-05,16925.0
2019-06-06,16790.0
2019-06-07,16675.0
2019-06-10,17055.0
2019-06-11,17030.0
2019-06-12,17255.0
2019-06-13,17405.0
2019-06-14,18255.0
2019-06-17,18525.0
2019-06-18,18135.0
2019-06-19,18450.0
2019-06-20,18770.0
2019-06-21,20125.0
2019-06-24,20195.0
2019-06-25,21025.0
2019-06-26,21680.0
2019-06-27,20320.0
2019-06-28,20200.0
2019-07-01,19745.0
2019-07-02,20060.0
2019-07-03,21180.0
2019-07-04,20950.0
2019-07-05,20700.0
2019-07-08,21685.0
2019-07-09,21735.0
2019-07-10,21350.0
2019-07-11,20595.0
2019-07-12,19600.0
2019-07-15,19980.0
2019-07-16,18590.0
2019-07-17,18930.0
2019-07-18,19755.0
2019-07-19,19770.0
2019-07-22,19460.0
2019-07-23,19235.0
2019-07-24,18840.0
2019-07-25,18895.0
2019-07-26,18570.0
2019-07-29,18450.0
2019-07-30,18590.0
2019-07-31,19090.0
2019-08-01,19495.0
2019-08-02,20150.0
2019-08-05,20965.0
2019-08-06,20445.0
2019-08-07,21180.0
2019-08-08,20985.0
2019-08-09,20975.0
2019-08-12,20560.0
2019-08-13,19955.0
2019-08-14,19245.0
2019-08-15,19400.0
2019-08-16,19310.0
2019-08-19,19800.0
2019-08-20,19805.0
2019-08-21,19025.0
2019-08-22,19150.0
2019-08-23,19440.0
2019-08-26,19320.0
2019-08-27,19165.0
2019-08-28,18660.0
2019-08-29,18420.0
2019-08-30,18765.0
2019-09-02,19395.0
2019-09-03,19730.0
2019-09-04,19530.0
2019-09-05,19565.0
2019-09-06,19335.0
2019-09-09,19185.0
2019-09-10,19015.0
2019-09-11,19100.0
2019-09-12,19390.0
2019-09-13,19260.0
2019-09-16,19285.0
2019-09-17,19165.0
2019-09-18,19160.0
2019-09-19,19205.0
2019-09-20,19090.0
2019-09-23,18755.0
2019-09-24,17565.0
2019-09-25,17370.0
2019-09-26,16820.0
2019-09-27,16955.0
2019-09-30,17140.0
2019-10-01,17240.0
2019-10-02,17100.0
2019-10-03,16990.0
2019-10-04,16700.0
2019-10-07,17090.0
2019-10-08,16980.0
2019-10-09,17440.0
2019-10-10,17405.0
2019-10-11,17135.0
2019-10-14,17180.0
2019-10-15,16975.0
2019-10-16,16755.0
2019-10-17,16865.0
2019-10-18,17040.0
2019-10-21,17040.0
2019-10-22,16965.0
2019-10-23,16185.0
2019-10-24,16290.0
2019-10-25,18535.0
2019-10-28,18460.0
2019-10-29,18395.0
2019-10-30,18135.0
2019-10-31,18085.0
2019-11-01,18115.0
2019-11-04,18395.0
2019-11-05,18290.0
2019-11-06,18325.0
2019-11-07,18130.0
2019-11-08,17910.0
2019-11-11,17580.0
2019-11-12,17680.0
2019-11-13,17650.0
2019-11-14,17545.0
2019-11-15,17375.0
2019-11-18,17045.0
2019-11-19,16950.0
2019-11-20,16935.0
2019-11-21,16435.0
2019-11-22,15680.0
2019-11-25,15965.0
2019-11-26,15915.0
2019-11-27,16370.0
2019-11-28,16275.0
2019-11-29,16290.0
2019-12-02,16160.0
2019-12-03,16145.0
2019-12-04,16060.0
2019-12-05,16300.0
2019-12-06,16370.0
2019-12-09,16170.0
2019-12-10,16055.0
2019-12-11,16010.0
2019-12-12,16015.0
2019-12-13,15890.0
2019-12-16,15670.0
2019-12-17,15385.0
2019-12-18,16065.0
2019-12-19,15955.0
2019-12-20,16320.0
2019-12-23,16125.0
2019-12-24,16075.0
2019-12-25,
2019-12-26,16035.0
2019-12-27,16020.0
2019-12-30,16045.0
2019-12-31,15960.0
2020-01-01,15955.0
2020-01-02,15700.0
2020-01-03,16165.0
2020-01-06,16640.0
2020-01-07,17020.0
2020-01-08,16875.0
2020-01-09,16635.0
2020-01-10,17035.0
2020-01-13,16960.0
2020-01-14,17750.0
2020-01-15,17630.0
2020-01-16,17545.0
2020-01-17,17500.0
2020-01-20,17470.0
2020-01-21,17570.0
2020-01-22,17445.0
2020-01-23,17155.0
2020-01-24,17425.0
2020-01-27,17795.0
2020-01-28,18305.0
2020-01-29,18270.0
2020-01-30,18510.0
2020-01-31,18250.0
2020-02-03,18145.0
2020-02-04,18020.0
2020-02-05,18555.0
2020-02-06,18715.0
2020-02-07,19125.0
2020-02-10,18820.0
2020-02-11,19285.0
2020-02-12,19385.0
2020-02-13,19150.0
2020-02-14,18850.0
2020-02-17,18590.0
2020-02-18,19165.0
2020-02-19,18435.0
2020-02-20,18470.0
2020-02-21,18890.0
2020-02-24,18385.0
2020-02-25,18180.0
2020-02-26,17565.0
2020-02-27,17535.0
2020-02-28,17265.0
2020-03-02,17670.0
2020-03-03,17520.0
2020-03-04,17410.0
2020-03-05,17795.0
2020-03-06,16820.0
2020-03-09,16490.0
2020-03-10,16625.0
2020-03-11,16565.0
2020-03-12,14390.0
2020-03-13,13965.0
2020-03-16,13460.0
2020-03-17,14000.0
2020-03-18,13965.0
2020-03-19,14905.0
2020-03-20,14430.0
2020-03-23,15100.0
2020-03-24,15325.0
2020-03-25,15200.0
2020-03-26,15275.0
2020-03-27,14400.0
2020-03-30,15050.0
2020-03-31,15020.0
2020-04-01,15150.0
2020-04-02,15455.0
2020-04-03,15240.0
2020-04-06,15905.0
2020-04-07,15755.0
2020-04-08,15925.0
2020-04-09,15810.0
2020-04-10,15550.0
2020-04-13,15370.0
2020-04-14,15465.0
2020-04-15,15240.0
2020-04-16,15695.0
2020-04-17,15710.0
2020-04-20,15405.0
2020-04-21,15395.0
2020-04-22,15675.0
2020-04-23,16165.0
2020-04-24,16175.0
2020-04-27,16345.0
2020-04-28,16310.0
2020-04-29,17385.0
2020-04-30,17225.0
2020-05-01,17505.0
2020-05-04,17495.0
2020-05-05,17530.0
2020-05-06,17945.0
2020-05-07,18590.0
2020-05-08,17365.0
2020-05-11,17145.0
2020-05-12,17435.0
2020-05-13,17970.0
2020-05-14,18425.0
2020-05-15,18320.0
2020-05-18,18325.0
2020-05-19,18340.0
2020-05-20,18080.0
2020-05-21,17705.0
2020-05-22,17600.0
2020-05-25,17400.0
2020-05-26,17310.0
2020-05-27,17655.0
2020-05-28,17955.0
2020-05-29,17970.0
2020-06-01,18260.0
2020-06-02,17935.0
2020-06-03,18080.0
2020-06-04,18360.0
2020-06-05,18295.0
2020-06-08,18260.0
2020-06-09,18305.0
2020-06-10,18430.0
2020-06-11,17800.0
2020-06-12,17740.0
2020-06-15,17915.0
2020-06-16,17975.0
2020-06-17,17915.0
2020-06-18,17835.0
2020-06-19,17770.0
2020-06-22,18170.0
2020-06-23,18140.0
2020-06-24,17760.0
2020-06-25,17715.0
2020-06-26,17545.0
2020-06-29,17670.0
2020-06-30,17575.0
2020-07-01,17705.0
2020-07-02,17540.0
2020-07-03,17545.0
2020-07-06,17740.0
2020-07-07,17695.0
2020-07-08,17945.0
2020-07-09,17645.0
2020-07-10,17730.0
2020-07-13,17675.0
2020-07-14,17705.0
2020-07-15,17635.0
2020-07-16,17510.0
2020-07-17,17605.0
2020-07-20,17590.0
2020-07-21,17845.0
2020-07-22,17975.0
2020-07-23,18055.0
2020-07-24,18490.0
2020-07-27,19955.0
2020-07-28,19640.0
2020-07-29,19960.0
2020-07-30,19840.0
2020-07-31,19810.0
2020-08-03,19820.0
2020-08-04,19820.0
2020-08-05,20305.0
2020-08-06,20400.0
2020-08-07,20235.0
2020-08-10,20420.0
2020-08-11,19825.0
2020-08-12,20115.0
2020-08-13,20340.0
2020-08-14,20530.0
2020-08-17,21020.0
2020-08-18,20640.0
2020-08-19,20305.0
2020-08-20,20395.0
2020-08-21,20180.0
2020-08-24,20230.0
2020-08-25,19750.0
2020-08-26,19930.0
2020-08-27,19640.0
2020-08-28,20125.0
2020-08-31,20150.0
2020-09-01,20455.0
2020-09-02,19745.0
2020-09-03,19010.0
2020-09-04,18540.0
2020-09-07,18760.0
2020-09-08,18470.0
2020-09-09,18640.0
2020-09-10,18730.0
2020-09-11,18675.0
2020-09-14,19035.0
2020-09-15,19125.0
2020-09-16,19390.0
2020-09-17,19275.0
2020-09-18,19230.0
2020-09-21,18825.0
2020-09-22,18830.0
2020-09-23,18460.0
2020-09-24,19135.0
2020-09-25,19105.0
2020-09-28,19235.0
2020-09-29,19110.0
2020-09-30,19035.0
2020-10-01,18950.0
2020-10-02,18990.0
2020-10-05,19100.0
2020-10-06,18910.0
2020-10-07,19005.0
2020-10-08,19250.0
2020-10-09,19720.0
2020-10-12,20025.0
2020-10-13,19780.0
2020-10-14,19750.0
2020-10-15,19850.0
2020-10-16,19805.0
2020-10-19,20110.0
2020-10-20,20295.0
2020-10-21,21555.0
2020-10-22,21420.0
2020-10-23,21290.0
2020-10-26,21325.0
2020-10-27,21935.0
2020-10-28,21565.0
2020-10-29,21775.0
2020-10-30,22080.0
2020-11-02,21805.0
2020-11-03,22270.0
2020-11-04,22425.0
2020-11-05,23845.0
2020-11-06,23810.0
2020-11-09,23550.0
2020-11-10,23530.0
2020-11-11,24000.0
2020-11-12,24590.0
2020-11-13,24170.0
2020-11-16,24945.0
2020-11-17,25885.0
2020-11-18,25990.0
2020-11-19,26015.0
2020-11-20,26635.0
2020-11-23,26640.0
2020-11-24,27500.0
2020-11-25,26850.0
2020-11-26,25430.0
2020-11-27,26440.0
2020-11-30,28035.0
2020-12-01,27100.0
2020-12-02,27445.0
2020-12-03,27680.0
2020-12-04,27500.0
2020-12-07,27345.0
2020-12-08,26395.0
2020-12-09,26645.0
2020-12-10,26395.0
2020-12-11,27285.0
2020-12-14,27410.0
2020-12-15,27555.0
2020-12-16,29695.0
2020-12-17,31200.0
2020-12-18,31825.0
2020-12-21,30935.0
2020-12-22,32100.0
2020-12-23,31325.0
2020-12-24,31425.0
2020-12-25,34570.0
2020-12-28,35115.0
2020-12-29,35310.0
2020-12-30,36965.0
2020-12-31,36975.0
2021-01-01,41285.0
2021-01-04,40200.0
2021-01-05,42380.0
2021-01-06,45300.0
2021-01-07,47575.0
2021-01-08,46580.0
2021-01-11,43880.0
2021-01-12,42260.0
2021-01-13,45330.0
2021-01-14,47390.0
2021-01-15,43770.0
2021-01-18,44840.0
2021-01-19,43960.0
2021-01-20,43435.0
2021-01-21,38360.0
2021-01-22,40125.0
2021-01-25,40080.0
2021-01-26,40285.0
2021-01-27,37705.0
2021-01-28,41025.0
2021-01-29,40640.0
2021-02-01,41310.0
2021-02-02,43465.0
2021-02-03,45470.0
2021-02-04,44825.0
2021-02-05,46745.0
2021-02-08,54605.0
2021-02-09,54790.0
2021-02-10,53195.0
2021-02-11,56215.0
2021-02-12,56885.0
2021-02-15,56155.0
2021-02-16,57205.0
2021-02-17,60490.0
2021-02-18,59700.0
2021-02-19,65550.0
2021-02-22,61565.0
2021-02-23,55945.0
2021-02-24,57210.0
2021-02-25,53740.0
2021-02-26,51925.0
2021-03-01,56520.0
2021-03-02,55290.0
2021-03-03,57440.0
2021-03-04,54990.0
2021-03-05,58310.0
2021-03-08,58795.0
2021-03-09,61990.0
2021-03-10,63120.0
2021-03-11,65240.0
2021-03-12,67770.0
2021-03-15,63250.0
2021-03-16,63290.0
2021-03-17,65340.0
2021-03-18,64755.0
2021-03-19,64660.0
2021-03-22,61025.0
2021-03-23,60965.0
2021-03-24,58870.0
2021-03-25,58175.0
2021-03-26,61965.0
2021-03-29,64240.0
2021-03-30,65565.0
2021-03-31,65625.0
2021-04-01,65660.0
2021-04-02,64815.0
2021-04-05,65735.0
2021-04-06,64645.0
2021-04-07,62435.0
2021-04-08,64340.0
2021-04-09,66495.0
2021-04-12,66420.0
2021-04-13,69955.0
2021-04-14,69140.0
2021-04-15,69695.0
2021-04-16,62820.0
2021-04-19,62405.0
2021-04-20,62830.0
2021-04-21,59915.0
2021-04-22,57275.0
2021-04-23,54435.0
2021-04-26,59465.0
2021-04-27,60650.0
2021-04-28,60225.0
2021-04-29,59135.0
2021-04-30,62160.0
2021-05-03,63095.0
2021-05-04,59615.0
2021-05-05,59560.0
2021-05-06,62825.0
2021-05-07,62100.0
2021-05-10,63590.0
2021-05-11,61845.0
2021-05-12,62095.0
2021-05-13,58280.0
2021-05-14,54320.0
2021-05-17,51260.0
2021-05-18,48305.0
2021-05-19,48340.0
2021-05-20,44870.0
2021-05-21,47320.0
2021-05-24,39575.0
2021-05-25,44120.0
2021-05-26,44160.0
2021-05-27,44655.0
2021-05-28,44150.0
2021-05-31,41315.0
2021-06-01,42510.0
2021-06-02,42045.0
2021-06-03,43230.0
2021-06-04,44555.0
2021-06-07,41295.0
2021-06-08,39740.0
2021-06-09,39085.0
2021-06-10,42835.0
2021-06-11,42860.0
2021-06-14,44660.0
2021-06-15,45835.0
2021-06-16,45745.0
2021-06-17,43235.0
2021-06-18,43535.0
2021-06-21,41320.0
2021-06-22,36850.0
2021-06-23,38985.0
2021-06-24,39105.0
2021-06-25,40485.0
2021-06-28,40015.0
2021-06-29,40085.0
2021-06-30,41645.0
2021-07-01,40450.0
2021-07-02,39165.0
2021-07-05,40965.0
2021-07-06,39585.0
2021-07-07,39635.0
2021-07-08,39765.0
2021-07-09,38090.0
2021-07-12,40070.0
2021-07-13,38575.0
2021-07-14,37980.0
2021-07-15,38600.0
2021-07-16,37185.0
2021-07-19,37085.0
2021-07-20,36410.0
2021-07-21,37720.0
2021-07-22,37720.0
2021-07-23,37720.0
2021-07-26,37720.0
2021-07-27,37720.0
2021-07-28,37720.0
2021-07-29,37720.0
2021-07-30,37720.0
2021-08-02,37720.0
2021-08-03,37720.0
2021-08-04,37720.0
2021-08-05,37720.0
2021-08-06,46605.0
2021-08-09,49950.0
2021-08-10,51880.0
2021-08-11,51110.0
2021-08-12,51325.0
2021-08-13,49540.0
2021-08-16,52830.0
2021-08-17,51625.0
2021-08-18,50400.0
2021-08-19,50455.0
2021-08-20,52405.0
2021-08-23,55220.0
2021-08-24,55095.0
2021-08-25,53190.0
2021-08-26,54615.0
2021-08-27,54740.0
2021-08-30,54330.0
2021-08-31,52520.0
2021-09-01,52715.0
2021-09-02,54465.0
2021-09-03,57495.0
2021-09-06,57465.0
2021-09-07,58325.0
2021-09-08,52135.0
2021-09-09,52005.0
2021-09-10,51300.0
2021-09-13,50555.0
2021-09-14,52725.0
2021-09-15,53815.0
2021-09-16,53140.0
2021-09-17,52450.0
2021-09-20,48660.0
2021-09-21,45895.0
2021-09-22,49015.0
2021-09-23,50325.0
2021-09-24,48485.0
2021-09-27,48595.0
2021-09-28,47580.0
2021-09-29,46365.0
2021-09-30,46880.0
2021-10-01,53615.0
2021-10-04,53835.0
2021-10-05,54875.0
2021-10-06,61050.0
2021-10-07,59655.0
2021-10-08,60645.0
2021-10-11,60450.0
2021-10-12,63300.0
2021-10-13,61610.0
2021-10-14,63080.0
2021-10-15,67020.0
2021-10-18,67170.0
2021-10-19,69760.0
2021-10-20,71555.0
2021-10-21,67970.0
2021-10-22,66475.0
2021-10-25,68360.0
2021-10-26,65425.0
2021-10-27,63975.0
2021-10-28,66575.0
2021-10-29,66575.0
2021-11-01,66575.0
2021-11-02,66055.0
2021-11-03,68845.0
2021-11-04,67975.0
2021-11-05,68535.0
2021-11-08,70350.0
2021-11-09,72930.0
2021-11-10,72075.0
2021-11-11,70010.0
2021-11-12,70495.0
2021-11-15,68460.0
2021-11-16,64980.0
2021-11-17,64590.0
2021-11-18,65465.0
2021-11-19,63630.0
2021-11-22,61060.0
2021-11-23,62400.0
2021-11-24,61995.0
2021-11-25,64015.0
2021-11-26,62140.0
2021-11-29,62595.0
2021-11-30,61645.0
2021-12-01,61815.0
2021-12-02,61085.0
2021-12-03,53895.0
2021-12-06,55065.0
2021-12-07,55245.0
2021-12-08,55060.0
2021-12-09,52065.0
2021-12-10,54570.0
2021-12-13,54180.0
2021-12-14,51620.0
2021-12-15,53155.0
2021-12-16,52045.0
2021-12-17,51005.0
2021-12-20,51390.0
2021-12-21,53240.0
2021-12-22,53095.0
2021-12-23,52775.0
2021-12-24,55160.0
2021-12-27,55075.0
2021-12-28,54745.0
2021-12-29,52075.0
2021-12-30,50860.0
2021-12-31,51545.0
2022-01-03,51355.0
2022-01-04,50385.0
2022-01-05,47540.0
2022-01-06,47240.0
2022-01-07,45930.0
2022-01-10,45735.0
2022-01-11,45770.0
2022-01-12,46835.0
2022-01-13,47835.0
2022-01-14,47220.0
2022-01-17,47030.0
2022-01-18,46500.0
2022-01-19,45745.0
2022-01-20,44765.0
2022-01-21,40485.0
2022-01-24,40115.0
2022-01-25,40180.0
2022-01-26,40955.0
2022-01-27,41135.0
2022-01-28,41990.0
2022-01-31,40930.0
2022-02-01,42420.0
2022-02-02,42655.0
2022-02-03,40920.0
2022-02-04,46490.0
2022-02-07,45975.0
2022-02-08,48205.0
2022-02-09,48510.0
2022-02-10,47640.0
2022-02-11,46135.0
2022-02-14,46865.0
2022-02-15,46865.0
2022-02-16,48315.0
2022-02-17,44550.0
2022-02-18,42360.0
2022-02-21,41175.0
2022-02-22,42255.0
2022-02-23,41310.0
2022-02-24,42315.0
2022-02-25,41655.0
2022-02-28,47260.0
2022-03-01,47760.0
2022-03-02,48605.0
2022-03-03,48310.0
2022-03-04,42610.0
2022-03-07,42755.0
2022-03-08,42495.0
2022-03-09,43235.0
2022-03-10,46210.0
2022-03-11,41965.0
2022-03-14,42010.0
2022-03-15,43695.0
2022-03-16,43510.0
2022-03-17,45215.0
2022-03-18,45550.0
2022-03-21,45380.0
2022-03-22,46710.0
2022-03-23,47250.0
2022-03-24,48410.0
2022-03-25,51105.0
2022-03-28,52000.0
2022-03-29,51810.0
2022-03-30,51500.0
2022-03-31,50130.0
2022-04-01,51050.0
2022-04-04,51135.0
2022-04-05,50245.0
2022-04-06,47695.0
2022-04-07,47865.0
2022-04-08,46380.0
2022-04-11,46410.0
2022-04-12,43700.0
2022-04-13,44340.0
2022-04-14,45290.0
2022-04-15,44190.0
2022-04-18,43675.0
2022-04-19,45045.0
2022-04-20,45780.0
2022-04-21,44580.0
2022-04-22,43740.0
2022-04-25,44575.0
2022-04-26,42340.0
2022-04-27,43255.0
2022-04-28,43960.0
2022-04-29,42415.0
2022-05-02,42695.0
2022-05-03,41790.0
2022-05-04,43905.0
2022-05-05,40340.0
2022-05-06,38345.0
2022-05-09,35165.0
2022-05-10,34840.0
2022-05-11,32805.0
2022-05-12,32865.0
2022-05-13,35130.0
2022-05-16,34160.0
2022-05-17,34510.0
2022-05-18,33330.0
2022-05-19,32835.0
2022-05-20,34545.0
2022-05-23,34475.0
2022-05-24,33235.0
2022-05-25,33805.0
2022-05-26,33620.0
2022-05-27,33620.0
2022-05-30,33670.0
2022-05-31,35955.0
2022-06-01,35965.0
2022-06-02,33865.0
2022-06-03,34160.0
2022-06-06,34055.0
2022-06-07,35535.0
2022-06-08,35355.0
2022-06-09,34315.0
2022-06-10,31115.0
2022-06-13,26680.0
