DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
2008-03-07 10:30:00,117.77,20080900,117.76,20080600,117.77,20080900
2008-03-07 10:45:00,,20080900,117.69,20080600,,20080900
2008-03-07 11:00:00,,20080900,117.67,20080600,,20080900
2008-03-07 11:15:00,,20080900,117.65,20080600,,20080900
2008-03-07 11:30:00,,20080900,117.67,20080600,,20080900
2008-03-07 11:45:00,,20080900,117.66,20080600,,20080900
2008-03-07 12:00:00,,20080900,117.64,20080600,,20080900
2008-03-07 12:15:00,,20080900,117.62,20080600,,20080900
2008-03-07 12:30:00,,20080900,117.65,20080600,,20080900
2008-03-07 12:45:00,,20080900,117.67,20080600,,20080900
2008-03-07 13:00:00,,20080900,117.56,20080600,,20080900
2008-03-07 13:15:00,,20080900,117.9,20080600,,20080900
2008-03-07 13:30:00,,20080900,117.76,20080600,,20080900
2008-03-07 13:45:00,,20080900,117.72,20080600,,20080900
2008-03-07 14:00:00,,20080900,117.79,20080600,,20080900
2008-03-07 14:15:00,,20080900,117.71,20080600,,20080900
2008-03-07 14:30:00,,20080900,117.6,20080600,,20080900
2008-03-07 14:45:00,,20080900,117.51,20080600,,20080900
2008-03-07 15:00:00,,20080900,117.47,20080600,,20080900
2008-03-07 15:15:00,117.42,20080900,117.37,20080600,117.42,20080900
2008-03-07 15:30:00,,20080900,117.14,20080600,,20080900
2008-03-07 15:45:00,117.2,20080900,117.35,20080600,117.2,20080900
2008-03-07 16:00:00,,20080900,117.43,20080600,,20080900
2008-03-07 16:15:00,117.55,20080900,117.54,20080600,117.55,20080900
2008-03-07 16:30:00,,20080900,117.55,20080600,,20080900
2008-03-07 16:45:00,,20080900,117.53,20080600,,20080900
2008-03-07 17:00:00,,20080900,117.63,20080600,,20080900
2008-03-07 17:15:00,,20080900,117.6,20080600,,20080900
2008-03-07 17:30:00,,20080900,117.62,20080600,,20080900
2008-03-07 17:45:00,,20080900,117.58,20080600,,20080900
2008-03-07 18:00:00,117.56,20080900,117.63,20080600,117.56,20080900
2008-03-07 18:15:00,,20080900,117.56,20080600,,20080900
2008-03-07 18:30:00,,20080900,117.67,20080600,,20080900
2008-03-07 18:45:00,,20080900,117.7,20080600,,20080900
2008-03-07 19:00:00,,20080900,117.67,20080600,,20080900
2008-03-07 19:15:00,,20080900,117.67,20080600,,20080900
2008-03-07 19:30:00,,20080900,117.68,20080600,,20080900
2008-03-07 19:45:00,,20080900,117.64,20080600,,20080900
2008-03-07 20:00:00,,20080900,117.63,20080600,,20080900
2008-03-07 20:15:00,,20080900,117.65,20080600,,20080900
2008-03-07 20:30:00,,20080900,117.6,20080600,,20080900
2008-03-07 20:45:00,,20080900,117.55,20080600,,20080900
2008-03-07 21:00:00,,20080900,117.56,20080600,,20080900
2008-03-10 08:00:00,117.69,20080900,117.7,20080600,117.69,20080900
2008-03-10 08:15:00,,20080900,117.6,20080600,,20080900
2008-03-10 08:30:00,,20080900,117.69,20080600,,20080900
2008-03-10 08:45:00,,20080900,117.78,20080600,,20080900
2008-03-10 09:00:00,,20080900,117.67,20080600,,20080900
2008-03-10 09:15:00,,20080900,117.71,20080600,,20080900
2008-03-10 09:30:00,,20080900,117.75,20080600,,20080900
2008-03-10 09:45:00,,20080900,117.76,20080600,,20080900
2008-03-10 10:00:00,,20080900,117.78,20080600,,20080900
2008-03-10 10:15:00,117.72,20080900,117.72,20080600,117.72,20080900
2008-03-10 10:30:00,,20080900,117.7,20080600,,20080900
2008-03-10 10:45:00,,20080900,117.74,20080600,,20080900
2008-03-10 11:00:00,,20080900,117.72,20080600,,20080900
2008-03-10 11:15:00,,20080900,117.76,20080600,,20080900
2008-03-10 11:30:00,,20080900,117.77,20080600,,20080900
2008-03-10 11:45:00,,20080900,117.71,20080600,,20080900
2008-03-10 12:00:00,,20080900,117.77,20080600,,20080900
2008-03-10 12:15:00,,20080900,117.77,20080600,,20080900
2008-03-10 12:30:00,,20080900,117.75,20080600,,20080900
2008-03-10 12:45:00,,20080900,117.75,20080600,,20080900
2008-03-10 13:00:00,,20080900,117.76,20080600,,20080900
2008-03-10 13:15:00,,20080900,117.8,20080600,,20080900
2008-03-10 13:30:00,117.86,20080900,117.83,20080600,117.86,20080900
2008-03-10 13:45:00,,20080900,117.81,20080600,,20080900
2008-03-10 14:00:00,,20080900,117.75,20080600,,20080900
2008-03-10 14:15:00,,20080900,117.75,20080600,,20080900
2008-03-10 14:30:00,,20080900,117.84,20080600,,20080900
2008-03-10 14:45:00,,20080900,117.78,20080600,,20080900
2008-03-10 15:00:00,,20080900,117.84,20080600,,20080900
2008-03-10 15:15:00,,20080900,117.82,20080600,,20080900
2008-03-10 15:30:00,,20080900,117.78,20080600,,20080900
2008-03-10 15:45:00,,20080900,117.83,20080600,,20080900
2008-03-10 16:00:00,,20080900,117.83,20080600,,20080900
2008-03-10 16:15:00,,20080900,117.94,20080600,,20080900
2008-03-10 16:30:00,,20080900,118.07,20080600,,20080900
2008-03-10 16:45:00,,20080900,118.1,20080600,,20080900
2008-03-10 17:00:00,,20080900,118.07,20080600,,20080900
2008-03-10 17:15:00,,20080900,118.08,20080600,,20080900
2008-03-10 17:30:00,,20080900,118.04,20080600,,20080900
2008-03-10 17:45:00,,20080900,118.01,20080600,,20080900
2008-03-10 18:00:00,,20080900,118.02,20080600,,20080900
2008-03-10 18:15:00,,20080900,118.05,20080600,,20080900
2008-03-10 18:30:00,,20080900,118.04,20080600,,20080900
2008-03-10 18:45:00,,20080900,118.06,20080600,,20080900
2008-03-10 19:00:00,118.1,20080900,118.11,20080600,118.1,20080900
2008-03-10 19:15:00,,20080900,118.13,20080600,,20080900
2008-03-10 19:30:00,,20080900,118.14,20080600,,20080900
2008-03-10 19:45:00,,20080900,118.11,20080600,,20080900
2008-03-10 20:00:00,,20080900,118.08,20080600,,20080900
2008-03-10 20:15:00,,20080900,118.06,20080600,,20080900
2008-03-10 20:30:00,,20080900,118.05,20080600,,20080900
2008-03-10 20:45:00,,20080900,118.06,20080600,,20080900
2008-03-10 21:00:00,,20080900,118.03,20080600,,20080900
2008-03-10 21:15:00,,20080900,118.03,20080600,,20080900
2008-03-10 21:30:00,,20080900,118.05,20080600,,20080900
2008-03-10 21:45:00,,20080900,118.02,20080600,,20080900
2008-03-10 22:00:00,,20080900,118.02,20080600,,20080900
2008-03-11 08:00:00,,20080900,117.88,20080600,,20080900
2008-03-11 08:15:00,,20080900,117.88,20080600,,20080900
2008-03-11 08:30:00,,20080900,117.84,20080600,,20080900
2008-03-11 08:45:00,,20080900,117.91,20080600,,20080900
2008-03-11 09:00:00,,20080900,117.86,20080600,,20080900
2008-03-11 09:15:00,,20080900,117.92,20080600,,20080900
2008-03-11 09:30:00,,20080900,117.95,20080600,,20080900
2008-03-11 09:45:00,,20080900,117.94,20080600,,20080900
2008-03-11 10:00:00,,20080900,117.86,20080600,,20080900
2008-03-11 10:15:00,,20080900,117.73,20080600,,20080900
2008-03-11 10:30:00,117.61,20080900,117.66,20080600,117.61,20080900
2008-03-11 10:45:00,117.56,20080900,117.61,20080600,117.56,20080900
2008-03-11 11:00:00,117.56,20080900,117.65,20080600,117.56,20080900
2008-03-11 11:15:00,,20080900,117.62,20080600,,20080900
2008-03-11 11:30:00,,20080900,117.68,20080600,,20080900
2008-03-11 11:45:00,,20080900,117.69,20080600,,20080900
2008-03-11 12:00:00,,20080900,117.71,20080600,,20080900
2008-03-11 12:15:00,,20080900,117.71,20080600,,20080900
2008-03-11 12:30:00,,20080900,117.62,20080600,,20080900
2008-03-11 12:45:00,,20080900,117.73,20080600,,20080900
2008-03-11 13:00:00,,20080900,117.66,20080600,,20080900
2008-03-11 13:15:00,,20080900,117.56,20080600,,20080900
2008-03-11 13:30:00,117.32,20080900,117.34,20080600,117.32,20080900
2008-03-11 13:45:00,117.32,20080900,117.27,20080600,117.32,20080900
2008-03-11 14:00:00,,20080900,117.37,20080600,,20080900
2008-03-11 14:15:00,,20080900,117.42,20080600,,20080900
2008-03-11 14:30:00,,20080900,117.41,20080600,,20080900
2008-03-11 14:45:00,,20080900,117.4,20080600,,20080900
2008-03-11 15:00:00,,20080900,117.33,20080600,,20080900
2008-03-11 15:15:00,,20080900,117.32,20080600,,20080900
2008-03-11 15:30:00,,20080900,117.38,20080600,,20080900
2008-03-11 15:45:00,,20080900,117.31,20080600,,20080900
2008-03-11 16:00:00,,20080900,117.43,20080600,,20080900
2008-03-11 16:15:00,,20080900,117.42,20080600,,20080900
2008-03-11 16:30:00,,20080900,117.42,20080600,,20080900
2008-03-11 16:45:00,,20080900,117.54,20080600,,20080900
2008-03-11 17:00:00,,20080900,117.48,20080600,,20080900
2008-03-11 17:15:00,,20080900,117.53,20080600,,20080900
2008-03-11 17:30:00,,20080900,117.55,20080600,,20080900
2008-03-11 17:45:00,,20080900,117.5,20080600,,20080900
2008-03-11 18:00:00,,20080900,117.53,20080600,,20080900
2008-03-11 18:15:00,117.45,20080900,117.48,20080600,117.45,20080900
2008-03-11 18:30:00,117.51,20080900,117.53,20080600,117.51,20080900
2008-03-11 18:45:00,,20080900,117.46,20080600,,20080900
2008-03-11 19:00:00,,20080900,117.5,20080600,,20080900
2008-03-11 19:15:00,,20080900,117.49,20080600,,20080900
2008-03-11 19:30:00,,20080900,117.38,20080600,,20080900
2008-03-11 19:45:00,,20080900,117.39,20080600,,20080900
2008-03-11 20:00:00,,20080900,117.42,20080600,,20080900
2008-03-11 20:15:00,117.35,20080900,117.43,20080600,117.35,20080900
2008-03-11 20:30:00,,20080900,117.43,20080600,,20080900
2008-03-11 20:45:00,,20080900,117.36,20080600,,20080900
2008-03-11 21:00:00,,20080900,117.31,20080600,,20080900
2008-03-11 21:15:00,,20080900,117.37,20080600,,20080900
2008-03-11 21:30:00,,20080900,117.35,20080600,,20080900
2008-03-11 21:45:00,,20080900,117.39,20080600,,20080900
2008-03-11 22:00:00,,20080900,117.39,20080600,,20080900
2008-03-12 08:00:00,,20080900,117.49,20080600,,20080900
2008-03-12 08:15:00,,20080900,117.43,20080600,,20080900
2008-03-12 08:30:00,,20080900,117.38,20080600,,20080900
2008-03-12 08:45:00,,20080900,117.38,20080600,,20080900
2008-03-12 09:00:00,,20080900,117.35,20080600,,20080900
2008-03-12 09:15:00,,20080900,117.33,20080600,,20080900
2008-03-12 09:30:00,,20080900,117.36,20080600,,20080900
2008-03-12 09:45:00,,20080900,117.41,20080600,,20080900
2008-03-12 10:00:00,,20080900,117.34,20080600,,20080900
2008-03-12 10:15:00,,20080900,117.31,20080600,,20080900
2008-03-12 10:30:00,,20080900,117.31,20080600,,20080900
2008-03-12 10:45:00,117.21,20080900,117.16,20080600,117.21,20080900
2008-03-12 11:00:00,,20080900,117.18,20080600,,20080900
2008-03-12 11:15:00,,20080900,117.28,20080600,,20080900
2008-03-12 11:30:00,117.25,20080900,117.26,20080600,117.25,20080900
2008-03-12 11:45:00,,20080900,117.3,20080600,,20080900
2008-03-12 12:00:00,,20080900,117.26,20080600,,20080900
2008-03-12 12:15:00,,20080900,117.32,20080600,,20080900
2008-03-12 12:30:00,,20080900,117.45,20080600,,20080900
2008-03-12 12:45:00,,20080900,117.5,20080600,,20080900
2008-03-12 13:00:00,,20080900,117.52,20080600,,20080900
2008-03-12 13:15:00,,20080900,117.51,20080600,,20080900
2008-03-12 13:30:00,117.48,20080900,117.44,20080600,117.48,20080900
2008-03-12 13:45:00,,20080900,117.48,20080600,,20080900
2008-03-12 14:00:00,,20080900,117.46,20080600,,20080900
2008-03-12 14:15:00,,20080900,117.41,20080600,,20080900
2008-03-12 14:30:00,,20080900,117.45,20080600,,20080900
2008-03-12 14:45:00,117.49,20080900,117.49,20080600,117.49,20080900
2008-03-12 15:00:00,117.65,20080900,117.62,20080600,117.65,20080900
2008-03-12 15:15:00,117.55,20080900,117.57,20080600,117.55,20080900
2008-03-12 15:30:00,,20080900,117.54,20080600,,20080900
2008-03-12 15:45:00,,20080900,117.52,20080600,,20080900
2008-03-12 16:00:00,,20080900,117.46,20080600,,20080900
2008-03-12 16:15:00,,20080900,117.52,20080600,,20080900
2008-03-12 16:30:00,,20080900,117.58,20080600,,20080900
2008-03-12 16:45:00,,20080900,117.69,20080600,,20080900
2008-03-12 17:00:00,,20080900,117.65,20080600,,20080900
2008-03-12 17:15:00,,20080900,117.64,20080600,,20080900
2008-03-12 17:30:00,117.64,20080900,117.64,20080600,117.64,20080900
2008-03-12 17:45:00,,20080900,117.58,20080600,,20080900
2008-03-12 18:00:00,117.62,20080900,117.62,20080600,117.62,20080900
2008-03-12 18:15:00,,20080900,117.6,20080600,,20080900
2008-03-12 18:30:00,,20080900,117.64,20080600,,20080900
2008-03-12 18:45:00,,20080900,117.67,20080600,,20080900
2008-03-12 19:00:00,,20080900,117.67,20080600,,20080900
2008-03-12 19:15:00,,20080900,117.68,20080600,,20080900
2008-03-12 19:30:00,,20080900,117.69,20080600,,20080900
2008-03-12 19:45:00,,20080900,117.69,20080600,,20080900
2008-03-12 20:00:00,,20080900,117.74,20080600,,20080900
2008-03-12 20:15:00,,20080900,117.76,20080600,,20080900
2008-03-12 20:30:00,117.74,20080900,117.76,20080600,117.74,20080900
2008-03-12 20:45:00,117.81,20080900,117.8,20080600,117.81,20080900
2008-03-12 21:00:00,,20080900,117.77,20080600,,20080900
2008-03-12 21:15:00,,20080900,117.77,20080600,,20080900
2008-03-12 21:30:00,,20080900,117.76,20080600,,20080900
2008-03-12 21:45:00,,20080900,117.73,20080600,,20080900
2008-03-12 22:00:00,,20080900,117.71,20080600,,20080900
2008-03-13 08:00:00,,20080900,117.92,20080600,,20080900
2008-03-13 08:15:00,117.95,20080900,117.98,20080600,117.95,20080900
2008-03-13 08:30:00,,20080900,117.93,20080600,,20080900
2008-03-13 08:45:00,,20080900,117.87,20080600,,20080900
2008-03-13 09:00:00,,20080900,117.89,20080600,,20080900
2008-03-13 09:15:00,117.93,20080900,117.93,20080600,117.93,20080900
2008-03-13 09:30:00,,20080900,117.99,20080600,,20080900
2008-03-13 09:45:00,,20080900,118.05,20080600,,20080900
2008-03-13 10:00:00,,20080900,118.03,20080600,,20080900
2008-03-13 10:15:00,117.95,20080900,117.95,20080600,117.95,20080900
2008-03-13 10:30:00,,20080900,117.93,20080600,,20080900
2008-03-13 10:45:00,117.95,20080900,117.97,20080600,117.95,20080900
2008-03-13 11:00:00,,20080900,117.96,20080600,,20080900
2008-03-13 11:15:00,,20080900,117.98,20080600,,20080900
2008-03-13 11:30:00,,20080900,117.95,20080600,,20080900
2008-03-13 11:45:00,,20080900,117.98,20080600,,20080900
2008-03-13 12:00:00,,20080900,117.96,20080600,,20080900
2008-03-13 12:15:00,,20080900,118.01,20080600,,20080900
2008-03-13 12:30:00,,20080900,117.92,20080600,,20080900
2008-03-13 12:45:00,,20080900,117.96,20080600,,20080900
2008-03-13 13:00:00,,20080900,117.91,20080600,,20080900
2008-03-13 13:15:00,,20080900,117.99,20080600,,20080900
2008-03-13 13:30:00,117.95,20080900,117.84,20080600,117.95,20080900
2008-03-13 13:45:00,,20080900,117.86,20080600,,20080900
2008-03-13 14:00:00,117.95,20080900,117.91,20080600,117.95,20080900
2008-03-13 14:15:00,,20080900,117.91,20080600,,20080900
2008-03-13 14:30:00,,20080900,118.07,20080600,,20080900
2008-03-13 14:45:00,,20080900,118.07,20080600,,20080900
2008-03-13 15:00:00,,20080900,117.88,20080600,,20080900
2008-03-13 15:15:00,,20080900,117.97,20080600,,20080900
2008-03-13 15:30:00,,20080900,118.02,20080600,,20080900
2008-03-13 15:45:00,,20080900,117.98,20080600,,20080900
2008-03-13 16:00:00,,20080900,117.86,20080600,,20080900
2008-03-13 16:15:00,,20080900,117.85,20080600,,20080900
2008-03-13 16:30:00,117.93,20080900,117.79,20080600,117.93,20080900
2008-03-13 16:45:00,,20080900,117.74,20080600,,20080900
2008-03-13 17:00:00,,20080900,117.7,20080600,,20080900
2008-03-13 17:15:00,,20080900,117.75,20080600,,20080900
2008-03-13 17:30:00,,20080900,117.76,20080600,,20080900
2008-03-13 17:45:00,,20080900,117.69,20080600,,20080900
2008-03-13 18:00:00,,20080900,117.64,20080600,,20080900
2008-03-13 18:15:00,,20080900,117.55,20080600,,20080900
2008-03-13 18:30:00,,20080900,117.54,20080600,,20080900
2008-03-13 18:45:00,,20080900,117.55,20080600,,20080900
2008-03-13 19:00:00,,20080900,117.59,20080600,,20080900
2008-03-13 19:15:00,,20080900,117.56,20080600,,20080900
2008-03-13 19:30:00,117.77,20080900,117.6,20080600,117.77,20080900
2008-03-13 19:45:00,,20080900,117.58,20080600,,20080900
2008-03-13 20:00:00,,20080900,117.58,20080600,,20080900
2008-03-13 20:15:00,,20080900,117.56,20080600,,20080900
2008-03-13 20:30:00,,20080900,117.59,20080600,,20080900
2008-03-13 20:45:00,,20080900,117.65,20080600,,20080900
2008-03-13 21:00:00,,20080900,117.62,20080600,,20080900
2008-03-13 21:15:00,,20080900,117.65,20080600,,20080900
2008-03-13 21:30:00,,20080900,117.64,20080600,,20080900
2008-03-13 21:45:00,,20080900,117.66,20080600,,20080900
2008-03-13 22:00:00,,20080900,117.66,20080600,,20080900
2008-03-14 08:00:00,,20080900,117.73,20080600,,20080900
2008-03-14 08:15:00,,20080900,117.69,20080600,,20080900
2008-03-14 08:30:00,,20080900,117.81,20080600,,20080900
2008-03-14 08:45:00,,20080900,117.83,20080600,,20080900
2008-03-14 09:00:00,,20080900,117.72,20080600,,20080900
2008-03-14 09:15:00,,20080900,117.72,20080600,,20080900
2008-03-14 09:30:00,,20080900,117.72,20080600,,20080900
2008-03-14 09:45:00,,20080900,117.74,20080600,,20080900
2008-03-14 10:00:00,,20080900,117.79,20080600,,20080900
2008-03-14 10:15:00,,20080900,117.7,20080600,,20080900
2008-03-14 10:30:00,,20080900,117.74,20080600,,20080900
2008-03-14 10:45:00,,20080900,117.73,20080600,,20080900
2008-03-14 11:00:00,,20080900,117.65,20080600,,20080900
2008-03-14 11:15:00,,20080900,117.58,20080600,,20080900
2008-03-14 11:30:00,,20080900,117.47,20080600,,20080900
2008-03-14 11:45:00,,20080900,117.55,20080600,,20080900
2008-03-14 12:00:00,,20080900,117.54,20080600,,20080900
2008-03-14 12:15:00,,20080900,117.57,20080600,,20080900
2008-03-14 12:30:00,,20080900,117.53,20080600,,20080900
2008-03-14 12:45:00,,20080900,117.49,20080600,,20080900
2008-03-14 13:00:00,,20080900,117.49,20080600,,20080900
2008-03-14 13:15:00,,20080900,117.62,20080600,,20080900
2008-03-14 13:30:00,,20080900,117.39,20080600,,20080900
2008-03-14 13:45:00,,20080900,117.46,20080600,,20080900
2008-03-14 14:00:00,,20080900,117.31,20080600,,20080900
2008-03-14 14:15:00,,20080900,117.51,20080600,,20080900
2008-03-14 14:30:00,,20080900,117.64,20080600,,20080900
2008-03-14 14:45:00,118.04,20080900,118.13,20080600,118.04,20080900
2008-03-14 15:00:00,118.3,20080900,117.98,20080600,118.3,20080900
2008-03-14 15:15:00,,20080900,117.9,20080600,,20080900
2008-03-14 15:30:00,,20080900,118.01,20080600,,20080900
2008-03-14 15:45:00,,20080900,117.88,20080600,,20080900
2008-03-14 16:00:00,,20080900,117.89,20080600,,20080900
2008-03-14 16:15:00,,20080900,117.99,20080600,,20080900
2008-03-14 16:30:00,,20080900,117.93,20080600,,20080900
2008-03-14 16:45:00,,20080900,117.88,20080600,,20080900
2008-03-14 17:00:00,,20080900,117.81,20080600,,20080900
2008-03-14 17:15:00,117.97,20080900,117.81,20080600,117.97,20080900
2008-03-14 17:30:00,,20080900,117.9,20080600,,20080900
2008-03-14 17:45:00,,20080900,117.92,20080600,,20080900
2008-03-14 18:00:00,,20080900,117.97,20080600,,20080900
2008-03-14 18:15:00,,20080900,117.97,20080600,,20080900
2008-03-14 18:30:00,,20080900,117.94,20080600,,20080900
2008-03-14 18:45:00,,20080900,117.96,20080600,,20080900
2008-03-14 19:00:00,,20080900,117.94,20080600,,20080900
2008-03-14 19:15:00,118.07,20080900,118.01,20080600,118.07,20080900
2008-03-14 19:30:00,,20080900,117.98,20080600,,20080900
2008-03-14 19:45:00,,20080900,117.94,20080600,,20080900
2008-03-14 20:00:00,,20080900,117.95,20080600,,20080900
2008-03-14 20:15:00,,20080900,117.91,20080600,,20080900
2008-03-14 20:30:00,,20080900,117.92,20080600,,20080900
2008-03-14 20:45:00,,20080900,117.89,20080600,,20080900
2008-03-14 21:00:00,,20080900,117.89,20080600,,20080900
2008-03-14 21:15:00,,20080900,117.91,20080600,,20080900
2008-03-14 21:30:00,,20080900,117.89,20080600,,20080900
2008-03-14 21:45:00,,20080900,117.85,20080600,,20080900
2008-03-14 22:00:00,,20080900,117.83,20080600,,20080900
2008-03-17 08:00:00,,20080900,118.1,20080600,,20080900
2008-03-17 08:15:00,,20080900,118.14,20080600,,20080900
2008-03-17 08:30:00,,20080900,118.22,20080600,,20080900
2008-03-17 08:45:00,118.29,20080900,118.21,20080600,118.29,20080900
2008-03-17 09:00:00,,20080900,118.18,20080600,,20080900
2008-03-17 09:15:00,118.24,20080900,118.25,20080600,118.24,20080900
2008-03-17 09:30:00,118.35,20080900,118.23,20080600,118.35,20080900
2008-03-17 09:45:00,,20080900,118.39,20080600,,20080900
2008-03-17 10:00:00,,20080900,118.41,20080600,,20080900
2008-03-17 10:15:00,,20080900,118.37,20080600,,20080900
2008-03-17 10:30:00,118.5,20080900,118.41,20080600,118.5,20080900
2008-03-17 10:45:00,118.5,20080900,118.42,20080600,118.5,20080900
2008-03-17 11:00:00,,20080900,118.34,20080600,,20080900
2008-03-17 11:15:00,,20080900,118.43,20080600,,20080900
2008-03-17 11:30:00,,20080900,118.41,20080600,,20080900
2008-03-17 11:45:00,,20080900,118.44,20080600,,20080900
2008-03-17 12:00:00,,20080900,118.37,20080600,,20080900
2008-03-17 12:15:00,,20080900,118.37,20080600,,20080900
2008-03-17 12:30:00,,20080900,118.32,20080600,,20080900
2008-03-17 12:45:00,,20080900,118.34,20080600,,20080900
2008-03-17 13:00:00,,20080900,118.28,20080600,,20080900
2008-03-17 13:15:00,,20080900,118.27,20080600,,20080900
2008-03-17 13:30:00,,20080900,118.26,20080600,,20080900
2008-03-17 13:45:00,,20080900,118.33,20080600,,20080900
2008-03-17 14:00:00,,20080900,118.36,20080600,,20080900
2008-03-17 14:15:00,118.4,20080900,118.34,20080600,118.4,20080900
2008-03-17 14:30:00,,20080900,118.25,20080600,,20080900
2008-03-17 14:45:00,,20080900,118.18,20080600,,20080900
2008-03-17 15:00:00,,20080900,118.23,20080600,,20080900
2008-03-17 15:15:00,,20080900,118.13,20080600,,20080900
2008-03-17 15:30:00,,20080900,118.1,20080600,,20080900
2008-03-17 15:45:00,,20080900,118.07,20080600,,20080900
2008-03-17 16:00:00,,20080900,118.15,20080600,,20080900
2008-03-17 16:15:00,,20080900,118.19,20080600,,20080900
2008-03-17 16:30:00,,20080900,118.24,20080600,,20080900
2008-03-17 16:45:00,,20080900,118.27,20080600,,20080900
2008-03-17 17:00:00,,20080900,118.24,20080600,,20080900
2008-03-17 17:15:00,,20080900,118.35,20080600,,20080900
2008-03-17 17:30:00,,20080900,118.32,20080600,,20080900
2008-03-17 17:45:00,,20080900,118.25,20080600,,20080900
2008-03-17 18:00:00,,20080900,118.36,20080600,,20080900
2008-03-17 18:15:00,,20080900,118.35,20080600,,20080900
2008-03-17 18:30:00,,20080900,118.33,20080600,,20080900
2008-03-17 18:45:00,,20080900,118.35,20080600,,20080900
2008-03-17 19:00:00,,20080900,118.32,20080600,,20080900
2008-03-17 19:15:00,,20080900,118.33,20080600,,20080900
2008-03-17 19:30:00,,20080900,118.3,20080600,,20080900
2008-03-17 19:45:00,,20080900,118.29,20080600,,20080900
2008-03-17 20:00:00,,20080900,118.25,20080600,,20080900
2008-03-17 20:15:00,,20080900,118.19,20080600,,20080900
2008-03-17 20:30:00,,20080900,118.09,20080600,,20080900
2008-03-17 20:45:00,,20080900,118.16,20080600,,20080900
2008-03-17 21:00:00,,20080900,118.18,20080600,,20080900
2008-03-17 21:15:00,,20080900,118.18,20080600,,20080900
2008-03-17 21:30:00,,20080900,118.19,20080600,,20080900
2008-03-17 21:45:00,,20080900,118.21,20080600,,20080900
2008-03-17 22:00:00,,20080900,118.19,20080600,,20080900
2008-03-18 08:00:00,,20080900,118.11,20080600,,20080900
2008-03-18 08:15:00,,20080900,118.07,20080600,,20080900
2008-03-18 08:30:00,,20080900,118.09,20080600,,20080900
2008-03-18 08:45:00,,20080900,118.1,20080600,,20080900
2008-03-18 09:00:00,,20080900,118.13,20080600,,20080900
2008-03-18 09:15:00,,20080900,118.12,20080600,,20080900
2008-03-18 09:30:00,,20080900,118.03,20080600,,20080900
2008-03-18 09:45:00,,20080900,118.03,20080600,,20080900
2008-03-18 10:00:00,,20080900,117.94,20080600,,20080900
2008-03-18 10:15:00,,20080900,117.99,20080600,,20080900
2008-03-18 10:30:00,,20080900,117.96,20080600,,20080900
2008-03-18 10:45:00,118.1,20080900,118.01,20080600,118.1,20080900
2008-03-18 11:00:00,,20080900,117.97,20080600,,20080900
2008-03-18 11:15:00,,20080900,117.99,20080600,,20080900
2008-03-18 11:30:00,,20080900,118.01,20080600,,20080900
2008-03-18 11:45:00,118.13,20080900,118.03,20080600,118.13,20080900
2008-03-18 12:00:00,,20080900,118.07,20080600,,20080900
2008-03-18 12:15:00,,20080900,118.06,20080600,,20080900
2008-03-18 12:30:00,,20080900,118.11,20080600,,20080900
2008-03-18 12:45:00,,20080900,118.01,20080600,,20080900
2008-03-18 13:00:00,118.03,20080900,117.87,20080600,118.03,20080900
2008-03-18 13:15:00,,20080900,117.91,20080600,,20080900
2008-03-18 13:30:00,,20080900,117.99,20080600,,20080900
2008-03-18 13:45:00,,20080900,117.96,20080600,,20080900
2008-03-18 14:00:00,,20080900,117.78,20080600,,20080900
2008-03-18 14:15:00,,20080900,117.84,20080600,,20080900
2008-03-18 14:30:00,,20080900,117.75,20080600,,20080900
2008-03-18 14:45:00,,20080900,117.55,20080600,,20080900
2008-03-18 15:00:00,117.71,20080900,117.66,20080600,117.71,20080900
2008-03-18 15:15:00,,20080900,117.64,20080600,,20080900
2008-03-18 15:30:00,,20080900,117.61,20080600,,20080900
2008-03-18 15:45:00,,20080900,117.56,20080600,,20080900
2008-03-18 16:00:00,,20080900,117.59,20080600,,20080900
2008-03-18 16:15:00,,20080900,117.45,20080600,,20080900
2008-03-18 16:30:00,117.56,20080900,117.53,20080600,117.56,20080900
2008-03-18 16:45:00,,20080900,117.55,20080600,,20080900
2008-03-18 17:00:00,,20080900,117.57,20080600,,20080900
2008-03-18 17:15:00,,20080900,117.62,20080600,,20080900
2008-03-18 17:30:00,,20080900,117.64,20080600,,20080900
2008-03-18 17:45:00,,20080900,117.72,20080600,,20080900
2008-03-18 18:00:00,,20080900,117.71,20080600,,20080900
2008-03-18 18:15:00,,20080900,117.66,20080600,,20080900
2008-03-18 18:30:00,,20080900,117.68,20080600,,20080900
2008-03-18 18:45:00,,20080900,117.67,20080600,,20080900
2008-03-18 19:00:00,,20080900,117.73,20080600,,20080900
2008-03-18 19:15:00,,20080900,117.71,20080600,,20080900
2008-03-18 19:30:00,,20080900,117.64,20080600,,20080900
2008-03-18 19:45:00,117.67,20080900,117.52,20080600,117.67,20080900
2008-03-18 20:00:00,,20080900,117.6,20080600,,20080900
2008-03-18 20:15:00,,20080900,117.59,20080600,,20080900
2008-03-18 20:30:00,,20080900,117.53,20080600,,20080900
2008-03-18 20:45:00,117.66,20080900,117.47,20080600,117.66,20080900
2008-03-18 21:00:00,,20080900,117.47,20080600,,20080900
2008-03-18 21:15:00,,20080900,117.48,20080600,,20080900
